,순,시즌,FA,출생,이름,팀,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
407,18,1995,0,1961,윤학길,롯데,, 6 , 1 , 24 , 12 , 8 , 0 , 0 , 159.1 , 68 ,, 633 , 148 , 9 , 31 , 1 , 9 , 71 , 0 , 3 , 3.28 , 3.39 , 1.12 , 115.8 , 112.0 , 3.43 ,,,
408,19,1995,0,1970,이용호,95O_#000042,, 0 , 0 , 0 , 3 , 5 , 10 , 0 , 101.2 , 26 ,, 385 , 58 , 5 , 34 , 4 , 1 , 68 , 0 , 3 , 1.95 , 3.03 , 0.91 , 182.8 , 117.6 , 3.37 ,,,
409,20,1995,0,1965,김기범,LG,, 1 , 0 , 26 , 13 , 7 , 0 , 0 , 160.2 , 59 ,, 658 , 137 , 9 , 52 , 0 , 9 , 87 , 1 , 6 , 2.86 , 3.59 , 1.18 , 124.6 , 99.0 , 3.28 ,,,
410,21,1995,0,1973,염종석,롯데,, 3 , 1 , 18 , 7 , 7 , 0 , 0 , 127.0 , 48 ,, 512 , 121 , 7 , 32 , 1 , 3 , 56 , 0 , 1 , 2.98 , 3.45 , 1.21 , 127.4 , 110.0 , 3.03 ,,,
411,22,1995,0,1966,이강철,95해_#DB0000,, 4 , 2 , 23 , 10 , 10 , 1 , 0 , 150.0 , 60 ,, 635 , 127 , 15 , 53 , 4 , 18 , 126 , 0 , 3 , 3.30 , 3.77 , 1.20 , 114.3 , 100.0 , 3.02 ,,,
412,23,1995,0,1971,이상목,한화,, 4 , 1 , 12 , 7 , 8 , 5 , 0 , 134.1 , 60 ,, 562 , 129 , 12 , 37 , 3 , 3 , 112 , 0 , 2 , 3.75 , 3.13 , 1.24 , 98.6 , 118.2 , 2.93 ,,,
413,24,1995,0,1968,박동희,롯데,, 0 , 0 , 0 , 5 , 3 , 14 , 0 , 60.0 , 12 ,, 231 , 34 , 1 , 24 , 1 , 0 , 41 , 0 , 5 , 1.50 , 2.81 , 0.97 , 252.8 , 135.0 , 2.71 ,,,
414,25,1995,0,1970,박충식,삼성,, 4 , 2 , 19 , 9 , 6 , 0 , 0 , 128.0 , 55 ,, 520 , 106 , 10 , 27 , 0 , 12 , 72 , 1 , 0 , 3.16 , 3.62 , 1.04 , 119.5 , 104.6 , 2.52 ,,,
415,26,1995,0,1969,김태한,삼성,, 0 , 0 , 5 , 5 , 8 , 22 , 0 , 97.0 , 37 ,, 416 , 81 , 5 , 51 , 2 , 5 , 75 , 1 , 3 , 2.97 , 3.60 , 1.36 , 127.4 , 104.9 , 2.47 ,,,
416,27,1995,0,1972,진필중,95O_#000042,, 2 , 0 , 9 , 6 , 2 , 2 , 0 , 109.1 , 43 ,, 464 , 112 , 2 , 32 , 3 , 8 , 50 , 0 , 5 , 3.21 , 3.15 , 1.32 , 110.9 , 113.0 , 2.42 ,,,
417,28,1995,0,1966,송유석,95해_#DB0000,, 0 , 0 , 3 , 10 , 3 , 3 , 0 , 120.2 , 44 ,, 490 , 107 , 10 , 41 , 0 , 8 , 51 , 0 , 6 , 2.98 , 4.26 , 1.23 , 126.4 , 88.5 , 2.40 ,,,
418,29,1995,0,1971,강상수,롯데,, 3 , 3 , 16 , 7 , 5 , 0 , 0 , 102.0 , 44 ,, 414 , 97 , 6 , 20 , 0 , 6 , 64 , 0 , 1 , 3.35 , 3.08 , 1.15 , 113.1 , 123.0 , 2.40 ,,,
419,30,1995,0,1969,구대성,한화,, 6 , 0 , 12 , 4 , 14 , 18 , 0 , 155.0 , 77 ,, 660 , 127 , 18 , 72 , 6 , 11 , 161 , 0 , 7 , 3.54 , 3.73 , 1.28 , 104.5 , 99.1 , 2.33 ,,,
420,1,1996,0,1969,구대성,한화,, 1 , 0 , 2 , 18 , 3 , 24 , 0 , 139.0 , 32 ,, 521 , 79 , 7 , 27 , 3 , 6 , 183 , 0 , 2 , 1.88 , 1.46 , 0.76 , 194.3 , 250.4 , 8.20 ,,,
421,2,1996,0,1972,정민철,한화,, 9 , 4 , 29 , 13 , 12 , 1 , 0 , 219.2 , 81 ,, 879 , 173 , 16 , 48 , 4 , 9 , 203 , 0 , 2 , 3.03 , 2.61 , 1.01 , 120.3 , 139.8 , 6.32 ,,,
422,3,1996,0,1976,주형광,롯데,, 10 , 1 , 29 , 18 , 7 , 1 , 0 , 216.2 , 86 ,, 871 , 196 , 20 , 38 , 2 , 9 , 221 , 0 , 5 , 3.36 , 2.57 , 1.08 , 112.0 , 146.6 , 6.26 ,,,
423,4,1996,0,1964,조계현,96해_#DB0000,, 11 , 3 , 26 , 16 , 7 , 0 , 0 , 191.2 , 51 ,, 746 , 145 , 12 , 45 , 0 , 7 , 116 , 0 , 3 , 2.07 , 3.21 , 0.99 , 181.0 , 116.7 , 6.04 ,,,
424,5,1996,0,1970,정민태,96현_#000000,, 4 , 2 , 29 , 15 , 9 , 0 , 0 , 210.1 , 67 ,, 834 , 180 , 15 , 45 , 4 , 3 , 127 , 1 , 4 , 2.44 , 3.13 , 1.07 , 150.5 , 117.1 , 5.89 ,,,
425,6,1996,0,1974,이대진,96해_#DB0000,, 4 , 2 , 16 , 16 , 8 , 3 , 0 , 159.2 , 48 ,, 624 , 114 , 13 , 40 , 2 , 5 , 146 , 0 , 5 , 2.37 , 2.83 , 0.97 , 158.0 , 132.4 , 5.54 ,,,
426,7,1996,0,1972,위재영,96현_#000000,, 1 , 0 , 28 , 12 , 7 , 0 , 0 , 181.2 , 60 ,, 748 , 159 , 13 , 51 , 3 , 5 , 138 , 1 , 4 , 2.72 , 3.07 , 1.16 , 134.7 , 119.4 , 4.99 ,,,
427,8,1996,0,1972,진필중,96O_#000042,, 5 , 2 , 23 , 13 , 10 , 4 , 0 , 191.0 , 72 ,, 774 , 186 , 4 , 42 , 5 , 5 , 69 , 1 , 3 , 3.11 , 3.00 , 1.19 , 114.1 , 118.4 , 4.73 ,,,
428,9,1996,0,1966,이강철,96해_#DB0000,, 5 , 2 , 21 , 10 , 9 , 1 , 0 , 153.2 , 43 ,, 611 , 114 , 11 , 47 , 3 , 13 , 119 , 0 , 2 , 2.46 , 3.28 , 1.05 , 152.0 , 113.9 , 4.66 ,,,
429,10,1996,0,1966,송진우,한화,, 5 , 0 , 30 , 15 , 9 , 0 , 0 , 213.0 , 80 ,, 885 , 185 , 18 , 84 , 7 , 10 , 160 , 0 , 12 , 3.25 , 3.61 , 1.26 , 112.1 , 101.1 , 4.41 ,,,
430,11,1996,0,1971,성영재,96쌍_#353535,, 5 , 3 , 24 , 10 , 5 , 0 , 0 , 148.0 , 43 ,, 591 , 122 , 10 , 38 , 1 , 11 , 92 , 0 , 0 , 2.37 , 3.40 , 1.08 , 155.4 , 108.5 , 4.11 ,,,
431,12,1996,0,1970,박충식,삼성,, 2 , 0 , 2 , 8 , 2 , 12 , 0 , 89.2 , 23 ,, 337 , 67 , 4 , 7 , 3 , 7 , 56 , 1 , 1 , 2.01 , 2.49 , 0.83 , 188.1 , 151.9 , 4.07 ,,,
432,13,1996,0,1966,정명원,96현_#000000,, 0 , 0 , 0 , 8 , 5 , 26 , 0 , 97.0 , 24 ,, 388 , 64 , 3 , 40 , 10 , 5 , 59 , 1 , 5 , 1.58 , 3.06 , 1.07 , 232.6 , 120.1 , 3.88 ,,,
433,14,1996,0,1971,이상목,한화,, 3 , 2 , 27 , 9 , 13 , 2 , 0 , 174.2 , 92 ,, 734 , 176 , 10 , 40 , 4 , 6 , 156 , 0 , 6 , 3.97 , 2.47 , 1.24 , 91.9 , 147.9 , 3.57 ,,,
434,15,1996,0,1962,김정수,96해_#DB0000,, 0 , 0 , 1 , 6 , 3 , 18 , 0 , 76.0 , 18 ,, 296 , 43 , 5 , 32 , 4 , 8 , 97 , 0 , 1 , 2.01 , 2.51 , 0.99 , 185.8 , 148.9 , 3.46 ,,,
435,16,1996,0,1960,김용수,LG,, 2 , 1 , 9 , 16 , 7 , 9 , 0 , 130.2 , 55 ,, 546 , 123 , 6 , 36 , 7 , 3 , 92 , 0 , 1 , 2.82 , 2.71 , 1.22 , 126.6 , 131.8 , 3.33 ,,,
436,17,1996,0,1968,김기덕,96쌍_#353535,, 2 , 1 , 10 , 9 , 4 , 4 , 0 , 112.2 , 34 ,, 463 , 95 , 5 , 29 , 6 , 14 , 66 , 0 , 2 , 2.40 , 3.18 , 1.10 , 153.7 , 115.9 , 3.28 ,,,
437,18,1996,0,1971,강상수,롯데,, 4 , 0 , 27 , 9 , 10 , 1 , 0 , 176.2 , 87 ,, 751 , 185 , 10 , 51 , 3 , 8 , 104 , 1 , 5 , 3.97 , 3.30 , 1.34 , 94.9 , 114.3 , 3.20 ,,,
438,19,1996,0,1970,김현욱,96쌍_#353535,, 0 , 0 , 1 , 4 , 1 , 3 , 0 , 99.1 , 31 ,, 419 , 96 , 1 , 33 , 8 , 10 , 74 , 0 , 2 , 2.63 , 2.49 , 1.30 , 140.2 , 148.2 , 3.16 ,,,
439,20,1996,0,1967,김태석,롯데,, 4 , 1 , 11 , 8 , 4 , 0 , 0 , 128.0 , 47 ,, 521 , 123 , 5 , 28 , 2 , 12 , 52 , 0 , 6 , 2.95 , 3.37 , 1.18 , 127.6 , 111.7 , 3.15 ,,,
440,21,1996,0,1971,조웅천,96현_#000000,, 0 , 0 , 0 , 6 , 5 , 3 , 0 , 94.0 , 26 ,, 368 , 63 , 3 , 29 , 2 , 7 , 76 , 0 , 2 , 2.11 , 2.67 , 0.98 , 174.2 , 137.4 , 3.00 ,,,
441,22,1996,0,1967,조규제,96쌍_#353535,, 0 , 0 , 0 , 5 , 5 , 20 , 0 , 59.2 , 12 ,, 239 , 41 , 3 , 24 , 3 , 4 , 74 , 0 , 1 , 1.81 , 2.22 , 1.09 , 203.5 , 166.1 , 2.87 ,,,
442,23,1996,0,1971,이상훈,LG,, 0 , 0 , 4 , 3 , 3 , 10 , 0 , 99.1 , 32 ,, 401 , 70 , 8 , 37 , 4 , 5 , 95 , 1 , 2 , 2.54 , 3.07 , 1.08 , 140.9 , 116.4 , 2.84 ,,,
443,24,1996,0,1971,가내영,96현_#000000,, 0 , 0 , 16 , 8 , 6 , 6 , 0 , 133.1 , 59 ,, 538 , 111 , 10 , 31 , 5 , 10 , 93 , 0 , 4 , 3.38 , 3.18 , 1.07 , 108.7 , 115.5 , 2.81 ,,,
444,25,1996,0,1968,오봉옥,96쌍_#353535,, 4 , 2 , 18 , 9 , 7 , 4 , 0 , 135.1 , 55 ,, 568 , 114 , 7 , 53 , 1 , 9 , 86 , 1 , 0 , 3.06 , 3.54 , 1.23 , 120.4 , 104.0 , 2.78 ,,,
445,26,1996,0,1973,전병호,삼성,, 0 , 0 , 15 , 4 , 7 , 0 , 0 , 108.2 , 35 ,, 466 , 89 , 5 , 59 , 3 , 10 , 87 , 0 , 3 , 2.65 , 3.61 , 1.36 , 142.5 , 104.7 , 2.71 ,,,
446,27,1996,0,1975,전준호,96현_#000000,, 1 , 0 , 17 , 6 , 6 , 1 , 0 , 138.0 , 59 ,, 585 , 128 , 8 , 53 , 3 , 7 , 78 , 0 , 5 , 3.33 , 3.65 , 1.31 , 110.3 , 100.5 , 2.54 ,,,
447,28,1996,0,1976,임창용,96해_#DB0000,, 0 , 0 , 7 , 7 , 7 , 0 , 0 , 114.2 , 48 ,, 469 , 91 , 8 , 38 , 1 , 6 , 78 , 0 , 4 , 3.22 , 3.46 , 1.13 , 116.2 , 108.1 , 2.45 ,,,
448,29,1996,0,1977,박명환,96O_#000042,, 5 , 3 , 28 , 7 , 12 , 0 , 0 , 185.1 , 86 ,, 781 , 149 , 18 , 78 , 3 , 9 , 139 , 0 , 15 , 3.84 , 3.91 , 1.23 , 92.5 , 90.8 , 2.28 ,,,
449,30,1996,0,1971,강태원,96해_#DB0000,, 0 , 0 , 10 , 4 , 3 , 0 , 0 , 81.0 , 32 ,, 329 , 70 , 4 , 27 , 1 , 2 , 58 , 0 , 1 , 2.78 , 3.03 , 1.20 , 134.6 , 123.2 , 2.04 ,,,
450,1,1997,0,1972,정민철,한화,, 10 , 4 , 30 , 14 , 11 , 0 , 0 , 208.2 , 69 ,, 825 , 172 , 11 , 45 , 2 , 4 , 160 , 1 , 2 , 2.46 , 2.70 , 1.04 , 164.6 , 149.8 , 7.34 ,,,
451,2,1997,0,1970,김현욱,97쌍_#353535,, 0 , 0 , 0 , 20 , 2 , 6 , 0 , 157.2 , 40 ,, 600 , 111 , 5 , 29 , 0 , 11 , 135 , 0 , 0 , 1.88 , 2.33 , 0.89 , 213.1 , 172.0 , 6.78 ,,,
452,3,1997,0,1976,임창용,97해_#DB0000,, 0 , 0 , 0 , 14 , 8 , 26 , 0 , 135.0 , 44 ,, 526 , 93 , 6 , 36 , 7 , 6 , 120 , 0 , 1 , 2.33 , 2.45 , 0.96 , 174.6 , 166.2 , 5.88 ,,,
453,4,1997,0,1970,정민태,97현_#000000,, 8 , 1 , 31 , 13 , 13 , 0 , 0 , 219.0 , 97 ,, 886 , 189 , 15 , 51 , 2 , 7 , 159 , 1 , 3 , 3.33 , 3.08 , 1.10 , 119.9 , 129.6 , 5.53 ,,,
454,5,1997,0,1975,박지철,롯데,, 3 , 0 , 12 , 14 , 5 , 7 , 0 , 157.2 , 45 ,, 623 , 118 , 8 , 61 , 4 , 6 , 96 , 0 , 5 , 2.45 , 3.51 , 1.14 , 167.0 , 116.6 , 5.27 ,,,
455,6,1997,0,1974,이대진,97해_#DB0000,, 3 , 1 , 26 , 17 , 6 , 1 , 0 , 180.2 , 68 ,, 750 , 154 , 14 , 65 , 3 , 10 , 140 , 2 , 10 , 3.14 , 3.53 , 1.21 , 129.8 , 115.5 , 4.88 ,,,
456,7,1997,0,1971,이상훈,LG,, 0 , 0 , 0 , 10 , 6 , 37 , 0 , 85.1 , 23 ,, 336 , 56 , 6 , 25 , 5 , 2 , 103 , 0 , 0 , 2.11 , 2.15 , 0.95 , 184.2 , 181.0 , 4.51 ,,,
457,8,1997,0,1969,구대성,한화,, 0 , 0 , 0 , 8 , 8 , 25 , 0 , 102.2 , 38 ,, 417 , 65 , 7 , 41 , 7 , 8 , 134 , 0 , 5 , 3.16 , 2.38 , 1.03 , 128.2 , 170.3 , 4.33 ,,,
458,9,1997,0,1966,이강철,97해_#DB0000,, 5 , 2 , 25 , 11 , 3 , 2 , 0 , 162.2 , 63 ,, 667 , 130 , 14 , 60 , 12 , 15 , 128 , 1 , 1 , 2.99 , 3.58 , 1.17 , 136.4 , 113.8 , 4.23 ,,,
459,10,1997,0,1972,김원형,97쌍_#353535,, 3 , 0 , 28 , 9 , 9 , 0 , 0 , 157.0 , 62 ,, 649 , 139 , 13 , 43 , 2 , 7 , 80 , 0 , 4 , 2.75 , 3.85 , 1.16 , 145.9 , 104.3 , 3.59 ,,,
460,11,1997,0,1960,김용수,LG,, 2 , 0 , 28 , 12 , 8 , 0 , 0 , 177.2 , 82 ,, 733 , 163 , 16 , 43 , 4 , 8 , 121 , 0 , 3 , 3.70 , 3.48 , 1.16 , 105.1 , 111.8 , 3.58 ,,,
461,12,1997,0,1971,김경원,97O_#000042,, 0 , 0 , 0 , 3 , 2 , 24 , 0 , 73.1 , 18 ,, 292 , 49 , 2 , 22 , 5 , 6 , 73 , 0 , 1 , 1.96 , 2.18 , 0.97 , 198.7 , 179.1 , 3.53 ,,,
462,13,1997,0,1969,차명석,LG,, 0 , 0 , 0 , 11 , 4 , 7 , 0 , 119.1 , 37 ,, 475 , 100 , 7 , 31 , 6 , 8 , 66 , 2 , 1 , 2.79 , 3.36 , 1.10 , 139.2 , 115.7 , 3.51 ,,,
463,14,1997,0,1970,김상진,97O_#000042,, 2 , 1 , 24 , 12 , 9 , 0 , 0 , 136.1 , 59 ,, 560 , 122 , 8 , 47 , 3 , 4 , 108 , 0 , 4 , 3.30 , 3.11 , 1.24 , 118.2 , 125.5 , 3.34 ,,,
464,15,1997,0,1970,김상엽,삼성,, 0 , 0 , 24 , 12 , 6 , 0 , 0 , 150.2 , 59 ,, 621 , 128 , 12 , 62 , 0 , 11 , 82 , 1 , 8 , 3.35 , 4.27 , 1.26 , 123.8 , 96.9 , 3.27 ,,,
465,16,1997,0,1967,조규제,97쌍_#353535,, 0 , 0 , 0 , 4 , 6 , 28 , 0 , 77.2 , 25 ,, 317 , 64 , 4 , 23 , 4 , 4 , 74 , 1 , 3 , 2.90 , 2.53 , 1.12 , 138.6 , 158.9 , 3.27 ,,,
466,17,1997,0,1977,김상진,97해_#DB0000,, 1 , 0 , 24 , 9 , 10 , 1 , 0 , 147.2 , 60 ,, 622 , 135 , 11 , 54 , 3 , 17 , 91 , 0 , 2 , 3.60 , 3.99 , 1.28 , 113.3 , 102.1 , 3.25 ,,,
467,18,1997,0,1971,성영재,97쌍_#353535,, 1 , 1 , 22 , 5 , 6 , 0 , 0 , 107.1 , 32 ,, 449 , 93 , 10 , 32 , 3 , 15 , 80 , 1 , 0 , 2.43 , 3.82 , 1.17 , 165.1 , 105.0 , 3.09 ,,,
468,19,1997,0,1966,정명원,97현_#000000,, 1 , 0 , 6 , 2 , 10 , 28 , 0 , 115.2 , 46 ,, 461 , 101 , 11 , 20 , 0 , 6 , 71 , 0 , 5 , 3.50 , 3.56 , 1.05 , 113.9 , 112.2 , 3.06 ,,,
469,20,1997,0,1977,박명환,97O_#000042,, 2 , 0 , 26 , 8 , 12 , 0 , 0 , 154.2 , 74 ,, 665 , 138 , 8 , 75 , 0 , 7 , 126 , 1 , 21 , 3.96 , 3.51 , 1.38 , 98.6 , 111.2 , 2.97 ,,,
470,21,1997,0,1973,임선동,LG,, 0 , 0 , 22 , 11 , 7 , 0 , 0 , 135.2 , 55 ,, 564 , 129 , 10 , 34 , 2 , 13 , 77 , 0 , 0 , 3.52 , 3.69 , 1.20 , 110.5 , 105.3 , 2.96 ,,,
471,22,1997,0,1970,박충식,삼성,, 3 , 0 , 24 , 13 , 6 , 2 , 0 , 170.2 , 91 ,, 716 , 174 , 18 , 29 , 5 , 16 , 92 , 0 , 2 , 4.32 , 3.87 , 1.19 , 95.8 , 107.1 , 2.92 ,,,
472,23,1997,0,1971,최향남,LG,, 1 , 1 , 19 , 8 , 3 , 0 , 0 , 120.1 , 47 ,, 498 , 112 , 7 , 41 , 4 , 7 , 74 , 1 , 1 , 2.99 , 3.50 , 1.27 , 129.9 , 111.1 , 2.86 ,,,
473,24,1997,0,1969,김태한,삼성,, 0 , 0 , 2 , 8 , 7 , 23 , 0 , 96.2 , 36 ,, 403 , 70 , 7 , 55 , 4 , 6 , 84 , 0 , 4 , 2.61 , 3.85 , 1.29 , 158.9 , 107.7 , 2.78 ,,,
474,25,1997,0,1974,전승남,LG,, 1 , 0 , 19 , 6 , 5 , 0 , 0 , 123.0 , 46 ,, 514 , 117 , 13 , 31 , 3 , 6 , 74 , 1 , 1 , 3.29 , 3.87 , 1.20 , 118.0 , 100.3 , 2.72 ,,,
475,26,1997,0,1971,조웅천,97현_#000000,, 0 , 0 , 0 , 7 , 2 , 4 , 0 , 92.0 , 32 ,, 372 , 73 , 6 , 32 , 8 , 4 , 64 , 0 , 1 , 2.84 , 3.24 , 1.14 , 140.6 , 123.0 , 2.61 ,,,
476,27,1997,0,1974,이경필,97O_#000042,, 2 , 0 , 17 , 7 , 9 , 4 , 0 , 126.2 , 55 ,, 539 , 126 , 8 , 56 , 7 , 10 , 75 , 0 , 6 , 3.62 , 3.91 , 1.44 , 107.7 , 99.8 , 2.42 ,,,
477,28,1997,0,1972,위재영,97현_#000000,, 0 , 0 , 18 , 5 , 8 , 0 , 0 , 111.0 , 44 ,, 462 , 105 , 11 , 42 , 3 , 3 , 74 , 0 , 1 , 3.24 , 3.96 , 1.32 , 123.0 , 100.7 , 2.38 ,,,
478,29,1997,0,1973,최정환,97쌍_#353535,, 0 , 0 , 3 , 6 , 6 , 1 , 0 , 108.0 , 50 ,, 450 , 96 , 8 , 38 , 1 , 1 , 63 , 0 , 7 , 3.92 , 3.73 , 1.24 , 102.5 , 107.8 , 2.17 ,,,
479,30,1997,0,1972,강병규,97O_#000042,, 0 , 0 , 5 , 6 , 5 , 2 , 0 , 103.0 , 48 ,, 446 , 105 , 4 , 37 , 6 , 6 , 54 , 2 , 5 , 3.58 , 3.41 , 1.38 , 108.9 , 114.5 , 2.13 ,,,
480,1,1998,0,1976,임창용,98해_#DB0000,, 0 , 0 , 0 , 8 , 7 , 34 , 0 , 133.2 , 35 ,, 524 , 90 , 4 , 30 , 8 , 12 , 141 , 0 , 2 , 1.89 , 1.94 , 0.90 , 214.5 , 208.6 , 7.41 ,,,
481,2,1998,0,1966,정명원,98현_#000000,, 5 , 3 , 26 , 14 , 8 , 0 , 0 , 184.0 , 59 ,, 742 , 141 , 7 , 60 , 1 , 5 , 123 , 0 , 3 , 1.86 , 3.10 , 1.09 , 213.9 , 128.4 , 5.84 ,,,
482,3,1998,0,1972,진필중,98O_#000042,, 1 , 1 , 5 , 8 , 6 , 19 , 0 , 158.1 , 44 ,, 638 , 135 , 7 , 42 , 5 , 5 , 100 , 0 , 5 , 2.33 , 3.00 , 1.12 , 165.3 , 128.3 , 5.75 ,,,
483,4,1998,0,1970,정민태,98현_#000000,, 5 , 2 , 28 , 17 , 9 , 0 , 0 , 200.2 , 77 ,, 825 , 184 , 18 , 49 , 1 , 2 , 159 , 0 , 9 , 2.83 , 3.23 , 1.16 , 140.7 , 123.3 , 5.50 ,,,
484,5,1998,0,1979,김수경,98현_#000000,, 0 , 0 , 20 , 12 , 4 , 2 , 0 , 160.0 , 56 ,, 655 , 112 , 6 , 68 , 2 , 5 , 168 , 0 , 11 , 2.76 , 2.62 , 1.13 , 144.3 , 152.1 , 5.40 ,,,
485,6,1998,0,1974,이대진,98해_#DB0000,, 2 , 1 , 28 , 12 , 11 , 0 , 0 , 179.1 , 71 ,, 755 , 173 , 17 , 55 , 3 , 9 , 183 , 0 , 7 , 3.26 , 3.11 , 1.27 , 124.0 , 130.1 , 5.06 ,,,
486,7,1998,0,1969,구대성,한화,, 0 , 0 , 2 , 8 , 7 , 24 , 0 , 123.2 , 45 ,, 500 , 87 , 5 , 52 , 6 , 5 , 129 , 1 , 5 , 2.55 , 2.57 , 1.12 , 160.6 , 159.1 , 4.81 ,,,
487,8,1998,0,1966,이강철,98해_#DB0000,, 3 , 2 , 28 , 15 , 11 , 0 , 0 , 179.1 , 70 ,, 754 , 165 , 18 , 47 , 6 , 18 , 160 , 0 , 3 , 3.11 , 3.40 , 1.18 , 130.0 , 118.8 , 4.77 ,,,
488,9,1998,0,1972,김원형,98쌍_#353535,, 0 , 0 , 11 , 12 , 7 , 13 , 0 , 150.0 , 54 ,, 611 , 130 , 10 , 42 , 5 , 6 , 109 , 1 , 11 , 2.52 , 3.17 , 1.15 , 157.6 , 125.3 , 4.67 ,,,
489,10,1998,0,1965,한용덕,한화,, 0 , 0 , 2 , 7 , 3 , 4 , 0 , 131.2 , 38 ,, 518 , 104 , 9 , 29 , 8 , 9 , 96 , 0 , 3 , 2.26 , 3.01 , 1.01 , 181.4 , 135.9 , 4.47 ,,,
490,11,1998,0,1977,박명환,98O_#000042,, 5 , 1 , 28 , 14 , 11 , 0 , 0 , 187.0 , 75 ,, 809 , 159 , 8 , 112 , 2 , 8 , 181 , 0 , 18 , 3.22 , 3.41 , 1.45 , 119.5 , 113.0 , 4.40 ,,,
491,12,1998,0,1972,문동환,롯데,, 5 , 3 , 13 , 12 , 5 , 6 , 0 , 136.2 , 50 ,, 551 , 121 , 7 , 39 , 6 , 1 , 86 , 1 , 5 , 3.16 , 3.05 , 1.17 , 128.1 , 132.7 , 4.40 ,,,
492,13,1998,0,1972,정민철,한화,, 1 , 0 , 23 , 10 , 7 , 0 , 0 , 148.1 , 55 ,, 607 , 133 , 12 , 35 , 4 , 2 , 97 , 0 , 1 , 3.16 , 3.31 , 1.13 , 129.7 , 123.7 , 4.27 ,,,
493,14,1998,0,1960,김용수,LG,, 1 , 0 , 25 , 18 , 6 , 2 , 0 , 175.0 , 74 ,, 742 , 176 , 11 , 45 , 3 , 7 , 116 , 0 , 2 , 3.45 , 3.23 , 1.26 , 112.3 , 119.9 , 4.23 ,,,
494,15,1998,0,1976,주형광,롯데,, 6 , 1 , 25 , 11 , 7 , 1 , 0 , 183.1 , 90 ,, 751 , 179 , 17 , 43 , 3 , 7 , 148 , 0 , 4 , 3.63 , 3.26 , 1.21 , 111.4 , 124.3 , 4.05 ,,,
495,16,1998,0,1970,박충식,삼성,, 4 , 0 , 24 , 11 , 10 , 0 , 0 , 159.1 , 68 ,, 660 , 163 , 14 , 25 , 2 , 15 , 100 , 0 , 0 , 3.45 , 3.50 , 1.18 , 119.2 , 117.4 , 3.91 ,,,
496,17,1998,0,1973,염종석,롯데,, 4 , 0 , 27 , 7 , 15 , 0 , 0 , 163.2 , 78 ,, 690 , 152 , 8 , 50 , 5 , 11 , 108 , 1 , 10 , 3.90 , 3.24 , 1.23 , 103.7 , 125.0 , 3.74 ,,,
497,18,1998,0,1974,이경필,98O_#000042,, 2 , 2 , 24 , 10 , 9 , 0 , 0 , 150.0 , 65 ,, 608 , 137 , 8 , 42 , 1 , 6 , 94 , 0 , 4 , 3.12 , 3.28 , 1.19 , 123.5 , 117.6 , 3.39 ,,,
498,19,1998,0,1971,최향남,LG,, 2 , 1 , 28 , 12 , 12 , 0 , 0 , 173.1 , 80 ,, 721 , 144 , 14 , 50 , 2 , 10 , 111 , 0 , 1 , 3.63 , 3.67 , 1.12 , 106.4 , 105.4 , 3.22 ,,,
499,20,1998,0,1973,최원호,98현_#000000,, 1 , 1 , 18 , 10 , 5 , 1 , 0 , 151.0 , 53 ,, 633 , 118 , 16 , 77 , 2 , 5 , 112 , 0 , 6 , 3.04 , 4.38 , 1.29 , 130.8 , 90.8 , 3.19 ,,,
500,21,1998,0,1970,김현욱,98쌍_#353535,, 0 , 0 , 0 , 13 , 7 , 4 , 0 , 129.1 , 50 ,, 525 , 114 , 13 , 34 , 3 , 11 , 93 , 0 , 0 , 3.34 , 3.74 , 1.14 , 118.9 , 106.2 , 3.14 ,,,
501,22,1998,0,1968,김기덕,98쌍_#353535,, 1 , 0 , 21 , 12 , 11 , 3 , 0 , 138.0 , 63 ,, 576 , 142 , 12 , 27 , 2 , 8 , 89 , 0 , 1 , 3.52 , 3.45 , 1.23 , 112.8 , 115.0 , 3.04 ,,,
502,23,1998,0,1972,위재영,98현_#000000,, 0 , 0 , 26 , 13 , 8 , 0 , 0 , 164.1 , 71 ,, 690 , 143 , 20 , 68 , 0 , 1 , 122 , 1 , 1 , 3.23 , 4.25 , 1.28 , 123.1 , 93.5 , 2.90 ,,,
503,24,1998,0,1970,베이커,삼성,, 4 , 0 , 26 , 15 , 7 , 0 , 0 , 172.0 , 82 ,, 740 , 172 , 15 , 78 , 3 , 3 , 87 , 0 , 4 , 4.13 , 4.38 , 1.45 , 99.4 , 93.8 , 2.79 ,,,
504,25,1998,0,1972,강병규,98O_#000042,, 2 , 0 , 20 , 5 , 10 , 1 , 0 , 134.0 , 57 ,, 573 , 143 , 10 , 40 , 2 , 6 , 74 , 0 , 3 , 3.63 , 3.75 , 1.37 , 106.2 , 102.8 , 2.67 ,,,
505,26,1998,0,1971,이상목,한화,, 5 , 2 , 26 , 9 , 17 , 2 , 0 , 174.2 , 104 ,, 754 , 198 , 23 , 38 , 2 , 3 , 145 , 0 , 9 , 4.84 , 3.62 , 1.35 , 84.5 , 113.1 , 2.62 ,,,
